Policy_ID,Policy_Name,Policy_Type,Customer_ID,Customer_Age,Gender,Region,Occupation,Marital_Status,Annual_Premium,Policy_Start_Date,Tenure,Coverage_Amount,Payment_Frequency,Claims_Made,Total_Claim_Amount,Last_Claim_Amount,Last_Claim_Date,Customer_Satisfaction_Level,Policy_Status,Renewal,Number_of_Beneficiaries,Sales_Channel,Policy_Modifications,Policy_Duration_Days,Claim_Frequency,Average_Claim_Amount,Claim_Status,Premium_to_Claim_Ratio,Is_Loyal_Customer,Is_High_Value_Customer,Is_Family_Policy,Risk_Score,Last_Claim_Season,Life_Stage
POL2075,Jeevan Anand,Commercial,CUST11075,23.0,Male,Central,Self-employed,Divorced,16119.96,2003-12-16,20,3411793.12,Quarterly,3.0,29428.7,38670.98369211764,2023-08-24,6,Lapsed,No,0,Online,1.0,329,3.328267477203647,9809.566666666668,Normal,0.5477632379276013,0,0,0,32.64886170212766,Summer,Other
POL2076,Jeevan Shanti,Agricultural,CUST11076,49.0,Other,East,Salaried,Single,37083.74,2004-09-09,6,4529876.05,Semi-Annually,4.0,240070.24,19030.792766285547,2016-01-24,9,Lapsed,No,4,Online,0.0,3098,0.47127178825048416,60017.56,Normal,0.1544703750035823,1,0,1,28.284582827630725,Winter,Other
POL2077,Jeevan Anand,Home,CUST11077,45.0,Male,West,Self-employed,Divorced,27209.545,2005-12-20,5,252220.29,Monthly,1.0,254259.9,22111.646420578814,2022-09-21,5,Active,No,4,Broker,2.0,666,0.5480480480480481,254259.9,Normal,0.10701469244658712,0,0,1,139.3466418918919,Fall,Other
POL2078,Jeevan Labh,Home,CUST11078,48.0,Female,South,Unemployed,Married,34045.28,2010-03-18,10,1678559.53,Monthly,2.0,183182.4,19030.792766285547,2018-01-12,4,Active,Yes,0,Agent,0.0,2379,0.3068516183270282,91591.2,Normal,0.18585453624365658,1,0,0,28.104907944514505,Winter,Established Adult
POL2079,Jeevan Anand,Personal Accident,CUST11079,74.0,Male,South,Salaried,Married,45895.02,2021-03-01,7,832328.46,Annually,0.0,2376.64,39119.51986367095,2017-01-22,9,Active,No,4,Online,1.0,2734,0.0,2376.64,Claim_Without_Count,19.310884273596336,1,1,1,0.0,Winter,Senior
POL2080,Jeevan Amar,Travel,CUST11080,62.0,Male,Central,Self-employed,Single,31566.26,1999-11-17,28,450737.68,Quarterly,2.0,29332.51,0.0,2014-07-26,4,Terminated,No,4,Online,1.0,3645,0.20027434842249658,14666.255,Normal,1.0761527056498064,1,0,1,2.937274663923182,Summer,Senior
POL2081,Jeevan Umang,Personal Accident,CUST11081,49.0,Female,North,Retired,Single,47893.12,2016-02-17,4,1144283.01,Annually,0.0,207424.46,0.0,2014-07-26,8,Lapsed,Yes,1,Broker,2.0,3645,0.0,207424.46,Claim_Without_Count,0.23089427351046257,1,1,0,0.0,Summer,Other
POL2082,Jeevan Umang,Commercial,CUST11082,68.0,Female,East,Self-employed,Single,20448.55,2010-05-31,3,2616493.95,Semi-Annually,2.0,89183.33,7650.86991341587,2015-07-03,2,Active,No,4,Online,0.0,3303,0.22101120193763243,44591.665,Normal,0.22928668395764096,1,0,1,9.855257478050257,Summer,Senior
POL2083,Jeevan Umang,Travel,CUST11083,23.0,Other,North,Retired,Married,44432.98,2012-05-20,2,2923813.02,Quarterly,0.0,83149.13,44796.4300123086,2017-11-12,2,Active,Yes,1,Broker,2.0,2440,0.0,83149.13,Claim_Without_Count,0.5343769682256447,1,1,0,0.0,Fall,Other
POL2084,Jeevan Tarun,Home,CUST11084,49.0,Other,South,Unemployed,Single,48354.31,2012-03-09,5,538259.68,Monthly,3.0,112771.46,2837.4786650478213,2016-05-11,3,Terminated,No,4,Broker,2.0,2990,0.36622073578595316,37590.48666666667,Normal,0.42878144878145585,1,1,1,13.766415685618728,Spring,Other
POL2085,Jeevan Rakshak,Travel,CUST11085,59.0,Female,North,Salaried,Widowed,28311.8,2004-05-13,8,4560077.0,Annually,1.0,240038.19,36475.382755648665,2022-12-05,5,Active,No,1,Agent,0.0,591,0.6175972927241963,240038.19,Normal,0.11794706500661416,0,0,0,148.24693629441626,Winter,Other
POL2086,Jeevan Tarun,Life,CUST11086,20.0,Male,East,Self-employed,Widowed,21365.0,2007-09-30,21,1108692.15,Monthly,4.0,236611.69,0.0,2014-07-26,8,Lapsed,Yes,0,Agent,1.0,3645,0.40054869684499317,59152.9225,Normal,0.09029562317905764,1,0,0,23.693626021947875,Summer,Other
POL2087,Jeevan Arogya,Motor,CUST11087,26.0,Other,South,Self-employed,Married,20792.4,2022-10-04,7,3793133.93,Monthly,0.0,78577.33,17712.555963145056,2021-12-18,10,Active,Yes,1,Broker,1.0,943,0.0,78577.33,Claim_Without_Count,0.26461067078761774,0,0,0,0.0,Winter,Young Family
POL2088,Jeevan Labh,Personal Accident,CUST11088,20.0,Male,North,Salaried,Widowed,24088.71,1997-11-15,14,3335558.56,Annually,2.0,227017.09,28523.549177958022,2017-08-10,8,Active,No,4,Agent,2.0,2534,0.2880820836621942,113508.545,Normal,0.10610967658866563,1,0,1,32.69977815706393,Summer,Other
POL2089,Jeevan Nidhi,Commercial,CUST11089,34.0,Male,West,Self-employed,Married,34736.45,2023-07-27,17,3972568.02,Quarterly,4.0,81609.88,5321.120582636086,2015-01-20,1,Lapsed,Yes,3,Agent,1.0,3467,0.42111335448514564,20402.47,Normal,0.4256402533614802,1,0,1,8.591752581482549,Winter,Young Family
POL2090,Jeevan Nidhi,Personal Accident,CUST11090,44.0,Female,North,Unemployed,Married,24739.26,2002-02-17,15,2281953.28,Quarterly,2.0,52728.23,0.0,2014-07-26,3,Terminated,Yes,3,Agent,2.0,3645,0.20027434842249658,26364.115,Normal,0.46918434394630726,1,0,1,5.280055953360768,Summer,Established Adult
POL2091,Jeevan Rakshak,Agricultural,CUST11091,68.0,Other,West,Retired,Widowed,39332.23,1996-03-05,7,3491217.29,Annually,2.0,273076.61,2882.6717312645637,2016-05-05,10,Lapsed,Yes,2,Broker,0.0,2996,0.24365821094793055,136538.305,Normal,0.14403368344143427,1,0,1,33.26867912216288,Spring,Senior
POL2092,Jeevan Umang,Agricultural,CUST11092,49.0,Other,Central,Unemployed,Married,36068.18,2001-04-13,9,4431779.65,Monthly,3.0,128814.92,0.0,2014-07-26,6,Active,Yes,3,Online,1.0,3645,0.3004115226337449,42938.306666666664,Normal,0.28000001863138213,1,0,1,12.89916208504801,Summer,Established Adult
POL2093,Jeevan Lakshya,Home,CUST11093,49.0,Female,East,Retired,Single,19632.15,2022-08-24,5,690187.49,Annually,3.0,187913.77,44006.15687073734,2015-08-12,9,Terminated,Yes,4,Agent,1.0,3263,0.3355807539074471,62637.92333333333,Normal,0.10447424901325753,1,0,1,21.020081535396873,Summer,Other
POL2094,Jeevan Arogya,Health,CUST11094,57.0,Other,West,Salaried,Divorced,41261.46,2005-01-11,21,3121740.33,Annually,2.0,45745.44,48556.12339319239,2016-04-05,8,Terminated,No,3,Agent,1.0,3026,0.24124256444150693,22872.72,Normal,0.9019797383083428,1,1,1,5.517873628552545,Spring,Other
POL2095,Jeevan Shanti,Personal Accident,CUST11095,64.0,Female,East,Self-employed,Divorced,39105.72,2022-04-26,2,2591224.12,Semi-Annually,2.0,31491.8,40131.98302249897,2018-06-30,1,Active,No,3,Broker,2.0,2210,0.33031674208144796,15745.9,Normal,1.2417746842035071,1,0,1,5.201134389140271,Summer,Senior
POL2096,Jeevan Anand,Travel,CUST11096,66.0,Female,Central,Salaried,Single,32810.96,2005-05-28,16,2271164.39,Quarterly,0.0,223856.07,27378.894618067752,2016-02-05,2,Terminated,No,2,Agent,0.0,3086,0.0,223856.07,Claim_Without_Count,0.14657167884703773,1,0,1,0.0,Winter,Senior
POL2097,Jeevan Shanti,Agricultural,CUST11097,21.0,Female,North,Unemployed,Single,27209.545,2015-09-06,5,4586042.59,Annually,4.0,226143.92,19030.792766285547,2021-03-08,8,Active,No,4,Broker,0.0,1228,1.1889250814332248,56535.98,Normal,0.12031959559204597,0,0,1,67.21704462540717,Spring,Young Single
POL2098,Jeevan Tarun,Life,CUST11098,59.0,Male,North,Self-employed,Widowed,27778.16,2001-09-19,23,4985747.61,Annually,1.0,198727.66,47102.03463294943,2021-03-01,2,Terminated,No,3,Broker,0.0,1235,0.29554655870445345,198727.66,Normal,0.1397800386720198,0,0,1,58.733276032388666,Spring,Other
POL2099,Jeevan Anand,Personal Accident,CUST11099,65.0,Female,West,Salaried,Married,25372.88,2005-10-07,4,1998464.05,Semi-Annually,2.0,134119.19,9010.015532564848,2017-04-24,3,Active,Yes,2,Broker,2.0,2642,0.27630582891748673,67059.595,Normal,0.18918157796807453,1,0,1,18.52895698334595,Spring,Senior
POL2100,Jeevan Shanti,Travel,CUST11100,25.0,Female,Central,Salaried,Widowed,5896.15,2022-05-27,20,2381306.65,Annually,3.0,258501.34,42386.71273488358,2015-12-27,4,Terminated,No,3,Online,1.0,3126,0.3502879078694818,86167.11333333333,Normal,0.02280897267302367,1,0,1,30.183297856685858,Winter,Other
POL2101,Jeevan Lakshya,Life,CUST11101,49.0,Female,North,Retired,Single,49617.51,2000-10-04,20,3012124.14,Semi-Annually,1.0,17988.24,47847.62692053748,2016-06-23,2,Active,Yes,0,Online,2.0,2947,0.12385476756023076,17988.24,Normal,2.758330442555803,1,1,0,2.2279292840176455,Summer,Other
POL2102,Jeevan Nidhi,Personal Accident,CUST11102,78.0,Female,South,Unemployed,Married,36869.14,1994-11-29,14,2737211.16,Quarterly,1.0,239861.93,27269.262453261745,2017-10-31,10,Lapsed,Yes,2,Broker,0.0,2452,0.14885807504078305,239861.93,Normal,0.15370984465938384,1,0,1,35.705385175367056,Fall,Senior
POL2103,Jeevan Lakshya,Commercial,CUST11103,39.0,Female,Central,Salaried,Single,21644.44,1994-07-17,7,2978919.95,Semi-Annually,1.0,83363.56,9819.635107348262,2021-11-12,3,Terminated,Yes,0,Online,1.0,979,0.372829417773238,83363.56,Normal,0.2596391037043044,0,0,0,31.080387538304393,Fall,Other
POL2104,Jeevan Lakshya,Personal Accident,CUST11104,49.0,Female,South,Unemployed,Married,30967.28,2003-02-13,11,388185.6,Monthly,4.0,271611.65,22076.504456796163,2022-03-15,5,Terminated,No,4,Agent,0.0,856,1.7056074766355138,67902.9125,Normal,0.11401307712684634,0,0,1,115.8157152453271,Spring,Established Adult
POL2105,Jeevan Amar,Life,CUST11105,68.0,Other,South,Self-employed,Single,45079.68,1998-08-18,2,3168209.21,Annually,4.0,60758.37,19030.792766285547,2015-09-19,3,Active,Yes,4,Broker,1.0,3225,0.4527131782945737,15189.5925,Normal,0.7419501214400583,1,1,1,6.87652869767442,Fall,Senior
POL2106,Jeevan Anand,Commercial,CUST11106,50.0,Other,Central,Retired,Married,6706.7,2013-03-02,5,3243426.56,Semi-Annually,3.0,36513.61,19030.792766285547,2015-04-26,2,Lapsed,No,1,Agent,2.0,3371,0.3248294274695936,12171.203333333333,Normal,0.1836767167091942,1,0,0,3.953565010382676,Spring,Established Adult
POL2107,Jeevan Arogya,Commercial,CUST11107,59.0,Male,North,Unemployed,Married,16644.51,2006-07-25,16,4346769.76,Quarterly,0.0,91231.98,45709.67178975901,2018-01-31,3,Terminated,Yes,3,Online,2.0,2360,0.0,91231.98,Claim_Without_Count,0.18244161751175408,1,0,1,0.0,Winter,Established Adult
POL2108,Jeevan Arogya,Agricultural,CUST11108,61.0,Female,Central,Self-employed,Widowed,47655.14,1995-05-24,1,2631906.5,Annually,4.0,96457.27,19030.792766285547,2023-03-23,6,Lapsed,Yes,0,Broker,2.0,483,3.0227743271221534,24114.3175,Normal,0.49405441393893895,0,1,0,72.89213985507247,Spring,Senior
POL2109,Jeevan Nidhi,Life,CUST11109,49.0,Other,North,Unemployed,Divorced,5707.56,2001-05-17,6,1392148.75,Annually,3.0,197121.95,11947.782454817274,2023-01-14,3,Active,Yes,2,Agent,2.0,551,1.9872958257713247,65707.31666666667,Normal,0.028954461946018695,0,0,1,130.57987613430126,Winter,Other
POL2110,Jeevan Umang,Personal Accident,CUST11110,41.0,Female,East,Self-employed,Widowed,31149.33,2024-02-18,11,2537727.67,Semi-Annually,4.0,46439.03,0.0,2014-07-26,4,Terminated,No,2,Broker,0.0,3645,0.40054869684499317,11609.7575,Normal,0.6707575502761363,1,0,1,4.650273237311386,Summer,Other
POL2111,Jeevan Tarun,Home,CUST11111,19.0,Female,South,Self-employed,Widowed,29144.55,2015-09-06,10,2549099.63,Monthly,4.0,90893.84,15978.84050917167,2024-05-23,5,Terminated,Yes,3,Agent,2.0,56,26.07142857142857,22723.46,Normal,0.32064384121080153,0,0,1,592.4330642857142,Spring,Other
POL2112,Jeevan Tarun,Motor,CUST11112,48.0,Other,West,Salaried,Married,49099.11,2022-04-14,16,3242778.83,Semi-Annually,1.0,181648.62,32310.073178801056,2015-12-14,4,Active,Yes,1,Broker,0.0,3139,0.11627906976744186,181648.62,Normal,0.270297181448447,1,1,0,21.121932558139534,Winter,Established Adult
POL2113,Jeevan Umang,Home,CUST11113,24.0,Other,Central,Self-employed,Single,27209.545,2022-03-31,1,2523637.83,Quarterly,0.0,85632.02,44393.94669930656,2020-12-23,2,Lapsed,No,2,Online,0.0,1303,0.0,85632.02,Claim_Without_Count,0.3177496571959881,0,0,1,0.0,Winter,Young Single
POL2114,Jeevan Anand,Motor,CUST11114,49.0,Other,West,Unemployed,Single,48909.78,1998-07-12,16,2018605.32,Semi-Annually,2.0,119044.48,0.0,2014-07-26,8,Lapsed,Yes,1,Broker,2.0,3645,0.20027434842249658,59522.24,Normal,0.41085298537151826,1,1,0,11.920777832647463,Summer,Other
POL2115,Jeevan Lakshya,Health,CUST11115,49.0,Male,East,Retired,Divorced,5524.95,2020-12-28,20,4304407.65,Semi-Annually,4.0,39499.07,17498.50947910957,2023-09-17,2,Terminated,No,2,Broker,1.0,305,4.786885245901639,9874.7675,Normal,0.13987544516870903,0,0,1,47.26937885245901,Fall,Other
POL2116,Jeevan Nidhi,Agricultural,CUST11116,49.0,Other,East,Retired,Single,20276.32,1995-07-25,8,4859006.83,Annually,2.0,33411.77,2327.0963622117224,2016-09-05,10,Terminated,No,2,Broker,1.0,2873,0.25408980160111383,16705.885,Normal,0.6068615939831982,1,0,1,4.2447950052210235,Fall,Other
POL2117,Jeevan Labh,Travel,CUST11117,55.0,Female,South,Unemployed,Married,17108.36,2010-02-20,11,2722791.82,Monthly,2.0,222313.48,0.0,2014-07-26,7,Lapsed,Yes,3,Broker,2.0,3645,0.20027434842249658,111156.74,Normal,0.07695601724195941,1,0,1,22.261843676268864,Summer,Established Adult
POL2118,Jeevan Nidhi,Home,CUST11118,29.0,Male,West,Salaried,Divorced,11580.25,2006-05-23,22,3151024.0,Monthly,1.0,19954.65,7458.191881382437,2018-10-17,6,Active,No,0,Agent,2.0,2101,0.17372679676344596,19954.65,Normal,0.5803283946348344,1,0,0,3.466657425035697,Fall,Other
POL2119,Jeevan Umang,Travel,CUST11119,20.0,Other,East,Salaried,Married,49812.12,1999-03-05,2,3188216.2,Monthly,3.0,289682.45,18.14604098453465,2023-09-27,8,Active,Yes,2,Online,2.0,295,3.711864406779661,96560.81666666667,Normal,0.17195422090637524,0,1,1,358.42065847457627,Fall,Other
POL2120,Jeevan Rakshak,Commercial,CUST11120,65.0,Male,South,Salaried,Widowed,48746.5,2009-02-24,4,2629877.21,Annually,0.0,212953.27,38141.29926060366,2021-05-08,9,Lapsed,Yes,1,Broker,0.0,1167,0.0,212953.27,Claim_Without_Count,0.2289070273492396,0,1,0,0.0,Spring,Senior
POL2121,Jeevan Nidhi,Travel,CUST11121,33.0,Other,Central,Salaried,Widowed,11481.72,1998-08-25,2,563963.41,Quarterly,3.0,235426.73,0.0,2014-07-26,6,Terminated,Yes,0,Agent,2.0,3645,0.3004115226337449,78475.57666666668,Normal,0.0487698232057167,1,0,0,23.574967475994516,Summer,Other
POL2122,Jeevan Nidhi,Commercial,CUST11122,39.0,Female,Central,Self-employed,Single,28545.37,2011-07-30,6,305270.11,Monthly,0.0,145547.22,12405.185976209792,2016-03-18,2,Active,No,2,Agent,1.0,3044,0.0,145547.22,Claim_Without_Count,0.1961244605015472,1,0,1,0.0,Spring,Other
POL2123,Jeevan Umang,Commercial,CUST11123,28.0,Other,West,Salaried,Divorced,9296.24,2002-10-04,22,4298704.7,Monthly,4.0,65991.95,38122.93836711601,2017-12-03,2,Active,Yes,4,Broker,1.0,2419,0.6035551880942538,16497.9875,Normal,0.14086930299832026,1,0,1,9.957445948739148,Winter,Other
POL2124,Jeevan Labh,Health,CUST11124,56.0,Other,South,Salaried,Married,10572.5,2008-04-26,22,1201321.36,Quarterly,1.0,280473.79,45862.50638714554,2021-02-24,2,Lapsed,No,3,Agent,2.0,1240,0.29435483870967744,280473.79,Normal,0.03769514434842557,0,0,1,82.55881721774193,Winter,Established Adult
POL2125,Jeevan Nidhi,Travel,CUST11125,31.0,Male,South,Retired,Widowed,27209.545,2003-01-08,25,3244459.53,Monthly,4.0,293154.08,12003.425163108011,2018-05-29,9,Lapsed,Yes,2,Online,1.0,2242,0.6512042818911686,73288.52,Normal,0.09281653183882003,1,0,1,47.72579803746655,Spring,Other
POL2126,Jeevan Amar,Motor,CUST11126,59.0,Other,South,Self-employed,Divorced,44016.6,2017-02-18,12,3156723.67,Quarterly,4.0,291547.52,40487.28997182882,2020-06-27,2,Active,Yes,3,Online,0.0,1482,0.9851551956815114,72886.88,Normal,0.1509757311603954,0,1,1,71.80488852901485,Summer,Other
POL2127,Jeevan Labh,Home,CUST11127,30.0,Other,North,Unemployed,Widowed,27209.545,1996-01-20,21,2869508.23,Annually,2.0,103106.69,0.0,2014-07-26,2,Active,Yes,0,Broker,0.0,3645,0.20027434842249658,51553.345,Normal,0.2638969886435109,1,0,0,10.324812578875173,Summer,Other
POL2128,Jeevan Amar,Health,CUST11128,33.0,Other,East,Retired,Married,10066.08,2021-02-21,22,701667.92,Monthly,1.0,110072.84,19516.727829578605,2022-09-02,3,Active,Yes,3,Online,2.0,685,0.5328467153284672,110072.84,Normal,0.09144926214314085,0,0,1,58.65195124087591,Fall,Young Family
POL2129,Jeevan Anand,Commercial,CUST11129,45.0,Male,South,Unemployed,Married,42159.84,2018-03-12,5,350007.11,Annually,3.0,98166.11,0.0,2014-07-26,7,Terminated,No,4,Agent,0.0,3645,0.3004115226337449,32722.036666666667,Normal,0.42947448971951724,1,1,1,9.830076858710562,Summer,Established Adult
POL2130,Jeevan Shanti,Agricultural,CUST11130,24.0,Other,North,Retired,Widowed,43845.12,1994-07-21,5,1129198.81,Semi-Annually,0.0,40630.54,31956.633601904265,2020-11-02,8,Active,Yes,1,Online,0.0,1354,0.0,40630.54,Claim_Without_Count,1.0791173339069577,0,1,0,0.0,Fall,Other
POL2131,Jeevan Amar,Commercial,CUST11131,35.0,Other,North,Unemployed,Divorced,27209.545,1997-05-08,28,3048773.87,Quarterly,4.0,182626.7,38139.3510615953,2015-03-24,10,Active,No,1,Broker,1.0,3404,0.4289071680376028,45656.675,Normal,0.1489899614897493,1,0,0,19.582475176263223,Spring,Other
POL2132,Jeevan Labh,Motor,CUST11132,32.0,Male,Central,Salaried,Married,23760.21,2021-03-19,14,2759342.95,Monthly,0.0,229656.21,23104.1045410861,2022-12-28,9,Terminated,No,1,Online,1.0,568,0.0,229656.21,Claim_Without_Count,0.10345990644015243,0,0,0,0.0,Winter,Young Family
POL2133,Jeevan Labh,Commercial,CUST11133,49.0,Female,East,Retired,Married,23351.45,2012-05-02,26,3631093.69,Monthly,0.0,260287.58,8717.036884312469,2022-02-20,10,Terminated,Yes,0,Broker,1.0,879,0.0,260287.58,Claim_Without_Count,0.08971403860299443,0,0,0,0.0,Winter,Established Adult
POL2134,Jeevan Nidhi,Motor,CUST11134,64.0,Male,Central,Self-employed,Single,34743.61,2012-04-01,15,2012098.29,Monthly,2.0,135451.7,453.224143326636,2024-01-09,8,Terminated,Yes,4,Agent,1.0,191,3.821989528795812,67725.85,Normal,0.25650183792451475,0,0,1,258.84748952879585,Winter,Senior
POL2135,Jeevan Labh,Personal Accident,CUST11135,28.0,Female,East,Retired,Widowed,46181.31,1997-04-03,5,3909939.66,Quarterly,0.0,15379.23,455.96102528356886,2021-11-01,2,Terminated,Yes,0,Broker,1.0,990,0.0,15379.23,Claim_Without_Count,3.00283629284431,0,1,0,0.0,Fall,Other
POL2136,Jeevan Arogya,Commercial,CUST11136,28.0,Female,Central,Retired,Married,27209.545,2018-05-18,21,2786083.63,Semi-Annually,0.0,107188.92,25474.19141641239,2017-07-08,10,Lapsed,No,2,Broker,1.0,2567,0.0,107188.92,Claim_Without_Count,0.25384661959463717,1,0,1,0.0,Summer,Young Family
POL2137,Jeevan Labh,Commercial,CUST11137,68.0,Female,North,Unemployed,Divorced,40327.82,2006-04-20,15,431408.56,Monthly,2.0,47726.29,42860.40397502908,2019-09-30,2,Active,No,3,Agent,2.0,1753,0.4164289788933257,23863.145,Normal,0.8449812461852786,0,1,1,9.93730510553337,Fall,Senior
POL2138,Jeevan Tarun,Health,CUST11138,49.0,Female,South,Self-employed,Single,20927.77,2012-04-10,3,547561.82,Monthly,2.0,163096.4,24805.79243487465,2015-05-23,5,Active,Yes,0,Agent,2.0,3344,0.21830143540669855,81548.2,Normal,0.12831533988487792,1,0,0,17.802089114832537,Spring,Other
POL2139,Jeevan Umang,Health,CUST11139,34.0,Female,South,Salaried,Divorced,23134.6,2017-09-19,12,1389552.28,Monthly,4.0,206249.83,13018.613608180563,2019-01-29,6,Active,No,2,Agent,0.0,1997,0.7310966449674511,51562.4575,Normal,0.1121678500292582,1,0,1,37.69713968452678,Winter,Other
POL2140,Jeevan Anand,Travel,CUST11140,57.0,Other,East,Retired,Single,37715.49,2014-09-06,27,1939439.97,Annually,2.0,117765.94,6967.134763836463,2017-08-18,1,Active,Yes,2,Agent,0.0,2526,0.2889944576405384,58882.97,Normal,0.32025804744563663,1,0,1,17.016851979414092,Summer,Other
POL2141,Jeevan Nidhi,Life,CUST11141,69.0,Male,South,Unemployed,Widowed,27209.545,2000-03-15,1,4831238.81,Quarterly,0.0,252795.37,16464.6085543787,2015-06-17,2,Terminated,Yes,2,Broker,1.0,3319,0.0,252795.37,Claim_Without_Count,0.1076346651443814,1,0,1,0.0,Summer,Senior
POL2142,Jeevan Umang,Commercial,CUST11142,77.0,Male,Central,Salaried,Married,46321.6,1994-07-18,19,4544817.7,Monthly,3.0,221970.12,19030.792766285547,2017-07-24,5,Terminated,Yes,4,Online,0.0,2551,0.42924343394747155,73990.04,Normal,0.2086839435866413,1,1,1,31.759738847510775,Summer,Senior
POL2143,Jeevan Rakshak,Motor,CUST11143,23.0,Other,Central,Salaried,Widowed,40650.12,2012-10-10,8,2877583.53,Semi-Annually,2.0,92859.12,19030.792766285547,2015-05-04,5,Terminated,Yes,4,Broker,1.0,3363,0.21706809396372284,46429.56,Normal,0.4377612021307116,1,1,1,10.078376092774308,Spring,Other
POL2144,Jeevan Labh,Commercial,CUST11144,63.0,Male,West,Salaried,Divorced,27209.545,1997-02-26,7,1041015.28,Annually,0.0,18961.29,6195.635447676462,2021-11-18,8,Lapsed,Yes,3,Broker,1.0,973,0.0,18961.29,Claim_Without_Count,1.4350049495577568,0,0,1,0.0,Fall,Senior
POL2145,Jeevan Labh,Motor,CUST11145,22.0,Male,West,Salaried,Single,14968.67,2011-06-12,12,4906474.21,Quarterly,3.0,110573.61,11899.676065125404,2021-04-18,1,Terminated,No,0,Agent,1.0,1187,0.9224936815501263,36857.87,Normal,0.13537289774657804,0,0,0,34.001152190395956,Spring,Young Single
POL2146,Jeevan Shanti,Agricultural,CUST11146,50.0,Male,South,Retired,Widowed,46517.34,2001-01-24,14,2712993.14,Monthly,0.0,212341.13,49801.72155168545,2023-12-11,7,Terminated,No,2,Online,1.0,220,0.0,212341.13,Claim_Without_Count,0.21906891048380497,0,1,1,0.0,Winter,Other
POL2147,Jeevan Labh,Life,CUST11147,38.0,Male,East,Unemployed,Widowed,48832.29,2013-10-01,11,2969199.83,Semi-Annually,1.0,258619.91,26780.92058018169,2021-05-24,6,Terminated,Yes,1,Broker,1.0,1151,0.31711555169417893,258619.91,Normal,0.18881875722561345,0,1,0,82.01239543874891,Spring,Other
POL2148,Jeevan Labh,Personal Accident,CUST11148,70.0,Male,North,Self-employed,Single,45735.31,2010-10-08,15,2502758.79,Annually,1.0,174820.52,5012.528647523701,2019-07-30,1,Active,Yes,0,Agent,0.0,1815,0.20110192837465563,174820.52,Normal,0.26161293880146336,0,1,0,35.15674369146005,Summer,Senior
POL2149,Jeevan Shanti,Motor,CUST11149,72.0,Male,Central,Unemployed,Divorced,11352.17,1997-12-07,5,2646627.21,Semi-Annually,1.0,86688.66,17514.00266535323,2024-05-10,4,Active,Yes,1,Online,2.0,69,5.2898550724637685,86688.66,Normal,0.13095334499345126,0,0,0,458.570447826087,Spring,Senior
POL2150,Jeevan Shanti,Commercial,CUST11150,74.0,Male,West,Unemployed,Widowed,47363.81,2000-02-12,22,3626585.16,Annually,2.0,72432.08,2067.2200062686,2021-08-06,9,Active,No,0,Online,0.0,1077,0.6778087279480037,36216.04,Normal,0.6539065287093785,0,1,0,24.547548003714024,Summer,Senior
POL2151,Jeevan Nidhi,Home,CUST11151,26.0,Female,East,Unemployed,Single,39100.49,2012-09-22,3,942689.55,Semi-Annually,4.0,22099.29,0.0,2014-07-26,9,Lapsed,No,0,Agent,2.0,3645,0.40054869684499317,5524.8225,Normal,1.76930978325548,1,0,0,2.2129604526748974,Summer,Other
POL2152,Jeevan Arogya,Travel,CUST11152,50.0,Male,North,Self-employed,Single,21278.48,2018-11-16,5,2509635.16,Monthly,2.0,38836.4,1737.2799124243832,2017-10-02,2,Active,No,1,Broker,1.0,2481,0.294236195082628,19418.2,Normal,0.5479004233142103,1,0,0,5.713537283353488,Fall,Other
POL2153,Jeevan Anand,Travel,CUST11153,22.0,Male,North,Salaried,Divorced,25490.44,1998-08-29,1,793331.83,Monthly,0.0,270107.07,40464.67849249968,2017-12-05,6,Active,Yes,2,Online,1.0,2417,0.0,270107.07,Claim_Without_Count,0.09437161344943691,1,0,1,0.0,Winter,Other
POL2154,Jeevan Anand,Home,CUST11154,37.0,Other,East,Retired,Married,7923.47,2019-06-12,14,968794.76,Monthly,1.0,37429.51,0.0,2014-07-26,3,Lapsed,Yes,3,Agent,1.0,3645,0.10013717421124829,37429.51,Normal,0.21169045493782845,1,0,1,3.7480853635116604,Summer,Young Family
POL2155,Jeevan Amar,Life,CUST11155,40.0,Female,North,Salaried,Widowed,23558.25,2001-06-27,11,2304388.94,Semi-Annually,0.0,143302.51,1816.624883082668,2022-03-02,1,Lapsed,Yes,4,Agent,0.0,869,0.0,143302.51,Claim_Without_Count,0.16439523634303405,0,0,1,0.0,Spring,Other
POL2156,Jeevan Rakshak,Health,CUST11156,54.0,Male,West,Salaried,Widowed,27209.545,1994-11-04,20,1170668.87,Semi-Annually,3.0,18419.78,40852.49512753532,2024-07-01,6,Lapsed,Yes,0,Agent,0.0,17,64.41176470588236,6139.926666666666,Normal,1.477191638553772,0,0,0,395.48351176470595,Summer,Other
POL2157,Jeevan Amar,Motor,CUST11157,51.0,Other,South,Unemployed,Widowed,37372.32,2018-06-08,11,4775356.15,Semi-Annually,1.0,19563.78,697.4587808851574,2017-09-14,3,Terminated,No,1,Online,2.0,2499,0.14605842336934774,19563.78,Normal,1.9102811419878982,1,0,0,2.857454861944778,Fall,Other
